user_id,age,age_group,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned
U101974,32,Adult,Female,Germany,33,Standard,12.99,UPI,Mobile,3,Comedy,11,5,5,75,1.4,6,36,14,No
U101975,50,Senior,Female,France,28,Basic,15.99,Debit Card,Mobile,2,Horror,238,7,1,87,1.9,28,54,54,No
U101976,52,Senior,Other,Australia,40,Standard,12.99,UPI,Tablet,3,Romance,242,6,11,82,4.6,15,78,48,No
U101977,43,Adult,Other,Japan,33,Basic,7.99,Debit Card,Mobile,1,Sci-Fi,39,15,8,84,1.4,35,50,1,No
U101978,25,Young,Female,India,7,Basic,7.99,Debit Card,Mobile,1,Drama,277,18,4,91,2.9,39,88,54,No
U101979,53,Senior,Male,Australia,35,Premium,7.99,UPI,Smart TV,2,Sci-Fi,207,16,9,46,3.6,47,42,51,Yes
U101980,47,Senior,Female,Australia,8,Basic,15.99,UPI,Tablet,2,Romance,30,16,11,95,1.3,12,44,6,No
U101981,40,Adult,Other,Brazil,7,Basic,15.99,UPI,Mobile,2,Horror,74,11,6,79,1,5,31,16,No
U101982,59,Senior,Other,Canada,45,Standard,7.99,PayPal,Tablet,3,Documentary,117,19,3,52,2.8,45,35,51,No
U101983,61,Senior,Other,Japan,59,Basic,7.99,Debit Card,Laptop,1,Drama,149,16,9,49,3.2,33,45,50,No
U101984,31,Adult,Other,Brazil,21,Standard,7.99,UPI,Smart TV,3,Documentary,57,4,6,77,2.7,31,42,50,No
U101985,31,Adult,Other,Germany,49,Basic,15.99,UPI,Laptop,2,Documentary,162,5,10,75,3,23,20,28,No
U101986,19,Young,Other,Canada,25,Standard,15.99,Credit Card,Smart TV,1,Drama,273,1,8,60,3.4,26,99,14,No
U101987,54,Senior,Female,France,3,Standard,7.99,Debit Card,Smart TV,2,Comedy,94,2,4,38,2,14,76,34,No
U101988,22,Young,Other,France,32,Premium,15.99,Credit Card,Laptop,1,Horror,91,3,9,77,1.6,15,57,29,Yes
U101989,55,Senior,Other,Japan,48,Standard,12.99,PayPal,Tablet,1,Action,285,17,1,90,4.6,18,20,24,No
U101990,62,Senior,Other,Brazil,55,Premium,15.99,Debit Card,Laptop,1,Documentary,147,9,3,30,2.4,27,58,23,No
U101991,58,Senior,Other,USA,11,Premium,15.99,PayPal,Smart TV,3,Horror,197,15,4,49,1.4,9,39,41,No
U101992,64,Senior,Other,Canada,21,Premium,12.99,UPI,Mobile,3,Thriller,255,6,5,91,2.5,10,0,40,No
U101993,31,Adult,Male,Canada,32,Premium,15.99,UPI,Mobile,2,Comedy,189,8,4,67,4.7,46,66,59,No
U101994,56,Senior,Female,Germany,2,Premium,7.99,Credit Card,Tablet,1,Thriller,299,16,13,84,3.2,18,78,29,No
U101995,42,Adult,Female,Germany,23,Premium,15.99,Debit Card,Smart TV,3,Comedy,282,6,3,60,4.2,21,27,41,No
U101996,37,Adult,Male,Spain,45,Basic,12.99,PayPal,Laptop,1,Drama,195,16,0,67,2.5,48,6,2,No
U101997,19,Young,Male,Canada,10,Premium,15.99,UPI,Smart TV,2,Thriller,225,4,9,98,2.4,5,42,53,Yes
U101998,56,Senior,Other,UK,14,Standard,15.99,Debit Card,Laptop,2,Documentary,12,14,10,38,4.3,32,22,19,No
U101999,23,Young,Female,France,55,Standard,7.99,Debit Card,Smart TV,1,Romance,157,11,1,69,3.4,19,47,31,No
U102000,34,Adult,Female,India,9,Standard,15.99,Credit Card,Tablet,2,Documentary,18,18,9,90,3.8,3,73,34,Yes
U102001,42,Adult,Male,Japan,19,Basic,12.99,PayPal,Smart TV,1,Romance,157,16,3,36,1.6,12,96,54,Yes
U102002,45,Senior,Female,France,3,Basic,12.99,Credit Card,Laptop,1,Comedy,248,13,3,83,2.7,46,70,28,No
U102003,19,Young,Female,Germany,32,Standard,12.99,PayPal,Smart TV,1,Horror,110,5,4,67,1.6,38,50,45,No
U102004,52,Senior,Other,UK,54,Premium,12.99,Credit Card,Smart TV,2,Action,103,3,5,83,1.1,30,8,0,Yes
U102005,54,Senior,Other,Canada,23,Basic,15.99,Credit Card,Smart TV,3,Action,225,3,3,66,4,1,72,59,No
U102006,22,Young,Other,France,19,Premium,12.99,PayPal,Mobile,1,Thriller,231,16,14,89,3.5,19,52,10,No
U102007,18,Young,Female,UK,12,Basic,7.99,Credit Card,Tablet,1,Romance,30,19,0,82,1,30,49,43,No
U102008,57,Senior,Female,Spain,23,Standard,15.99,Debit Card,Tablet,1,Romance,270,13,3,70,3.9,3,10,39,No
U102009,29,Adult,Other,Brazil,14,Basic,12.99,Credit Card,Mobile,1,Thriller,46,11,14,96,1.7,40,14,41,No
U102010,53,Senior,Other,Germany,36,Standard,12.99,Credit Card,Mobile,1,Documentary,22,9,3,54,4.5,45,59,3,No
U102011,62,Senior,Female,Spain,48,Premium,7.99,UPI,Smart TV,2,Sci-Fi,49,13,0,76,1.2,23,16,11,No
U102012,40,Adult,Female,USA,42,Standard,7.99,Credit Card,Mobile,3,Drama,26,12,1,54,4.7,18,53,38,No
U102013,64,Senior,Male,Japan,3,Premium,15.99,UPI,Tablet,1,Drama,146,9,1,99,2.9,41,65,38,No
U102014,48,Senior,Other,Japan,10,Premium,15.99,UPI,Laptop,1,Romance,233,12,5,80,4.2,41,10,44,No
U102015,28,Adult,Other,USA,22,Premium,12.99,UPI,Smart TV,1,Documentary,42,7,11,75,4.2,24,67,56,Yes
U102016,27,Adult,Other,Canada,4,Standard,7.99,UPI,Tablet,3,Sci-Fi,205,3,12,96,4.1,3,38,22,Yes
U102017,20,Young,Female,Canada,15,Standard,15.99,Debit Card,Tablet,3,Action,180,8,10,76,4.7,1,13,12,No
U102018,31,Adult,Female,Spain,52,Basic,12.99,Debit Card,Mobile,2,Documentary,187,19,3,61,1.5,48,13,0,No
U102019,33,Adult,Male,Australia,57,Standard,15.99,Debit Card,Smart TV,1,Drama,91,9,7,96,1.4,3,97,30,No
U102020,27,Adult,Male,India,35,Premium,15.99,Credit Card,Laptop,2,Thriller,158,2,8,94,1.5,9,40,18,Yes
U102021,46,Senior,Other,Brazil,49,Standard,15.99,Credit Card,Smart TV,2,Romance,195,1,4,34,4.8,9,79,19,No
U102022,27,Adult,Male,Australia,44,Standard,15.99,Credit Card,Laptop,2,Horror,57,11,1,68,2.8,20,67,15,No
U102023,29,Adult,Female,UK,58,Standard,7.99,Debit Card,Laptop,1,Horror,93,11,7,56,4.1,28,37,23,No
U102024,47,Senior,Male,Spain,5,Basic,12.99,Credit Card,Tablet,1,Drama,175,19,8,42,2.4,43,26,44,No
U102025,58,Senior,Male,UK,28,Premium,15.99,Debit Card,Tablet,1,Horror,252,18,9,71,4.8,46,11,28,No
U102026,18,Young,Female,Japan,49,Standard,7.99,PayPal,Tablet,1,Documentary,229,1,3,86,4.7,24,1,44,No
U102027,22,Young,Other,Australia,40,Basic,15.99,Credit Card,Mobile,2,Action,261,8,2,31,2.8,18,0,51,Yes
U102028,37,Adult,Other,USA,46,Standard,15.99,UPI,Smart TV,1,Action,65,9,2,50,2.3,3,50,22,No
U102029,25,Young,Male,India,27,Premium,7.99,PayPal,Laptop,1,Drama,249,19,8,37,1.6,18,71,39,No
U102030,60,Senior,Female,Canada,15,Premium,12.99,Debit Card,Smart TV,1,Sci-Fi,274,8,14,36,4.2,21,84,22,Yes
U102031,29,Adult,Female,France,30,Basic,7.99,Credit Card,Laptop,2,Drama,127,7,8,41,1.4,26,86,4,No
U102032,18,Young,Male,UK,8,Standard,12.99,PayPal,Tablet,3,Documentary,262,3,4,97,3.9,29,38,37,No
U102033,37,Adult,Other,Canada,55,Standard,12.99,Credit Card,Laptop,2,Comedy,182,4,9,33,1.7,25,48,48,No
U102034,45,Senior,Other,Canada,49,Standard,7.99,Credit Card,Laptop,3,Drama,75,19,9,44,3.2,2,87,54,No
U102035,60,Senior,Other,Spain,57,Basic,15.99,UPI,Laptop,2,Action,70,17,10,92,3.2,33,62,10,No
U102036,54,Senior,Female,Brazil,20,Standard,12.99,UPI,Tablet,3,Comedy,116,19,9,67,3.4,24,72,46,No
U102037,64,Senior,Female,Brazil,13,Basic,7.99,UPI,Mobile,1,Drama,121,7,8,93,2.3,2,30,15,No
U102038,54,Senior,Female,Brazil,6,Basic,12.99,PayPal,Laptop,2,Action,234,3,1,33,3.3,31,1,19,No
U102039,29,Adult,Other,Canada,1,Basic,15.99,PayPal,Tablet,2,Romance,45,6,10,74,1.9,2,31,7,No
U102040,54,Senior,Male,Germany,46,Standard,7.99,PayPal,Laptop,3,Comedy,139,10,5,94,2.6,47,29,9,No
U102041,61,Senior,Female,Canada,59,Standard,12.99,UPI,Laptop,3,Documentary,294,16,10,35,3,4,2,55,Yes
U102042,45,Senior,Female,Japan,42,Premium,15.99,UPI,Tablet,3,Horror,61,1,3,51,2,3,56,11,No
U102043,64,Senior,Male,Canada,50,Standard,12.99,Debit Card,Mobile,2,Drama,53,19,10,81,3.4,9,28,4,Yes
U102044,32,Adult,Other,USA,18,Premium,15.99,Credit Card,Laptop,2,Documentary,246,11,3,31,1.9,3,8,44,No
U102045,23,Young,Female,Australia,6,Standard,15.99,Credit Card,Tablet,3,Horror,245,5,3,65,2.2,41,37,5,No
U102046,61,Senior,Other,France,49,Standard,12.99,PayPal,Smart TV,2,Thriller,70,9,7,31,1.5,0,32,42,No
U102047,37,Adult,Female,India,36,Premium,7.99,Credit Card,Smart TV,1,Documentary,169,5,12,61,4,6,26,29,No
U102048,31,Adult,Female,USA,49,Basic,12.99,Credit Card,Mobile,3,Sci-Fi,287,5,10,43,4.9,41,53,34,No
U102049,19,Young,Male,Spain,26,Standard,12.99,Debit Card,Laptop,3,Action,52,6,7,58,2.5,11,7,27,No
U102050,26,Adult,Male,Brazil,34,Basic,12.99,UPI,Tablet,3,Action,140,3,5,80,1.9,40,58,9,Yes
U102051,54,Senior,Male,Australia,36,Standard,15.99,Debit Card,Mobile,2,Thriller,253,19,3,93,4.1,32,18,1,No
U102052,37,Adult,Male,Spain,57,Premium,7.99,PayPal,Laptop,2,Drama,229,10,7,49,4.2,44,74,59,No
U102053,43,Adult,Other,Japan,17,Premium,15.99,PayPal,Laptop,2,Comedy,19,12,12,68,3.2,27,1,55,No
U102054,46,Senior,Other,Canada,25,Basic,15.99,PayPal,Tablet,2,Documentary,136,13,13,53,1.1,33,44,0,No
U102055,18,Young,Other,Brazil,56,Standard,15.99,PayPal,Mobile,1,Drama,201,15,2,93,1.6,49,10,47,No
U102056,52,Senior,Male,Germany,59,Standard,12.99,PayPal,Tablet,1,Romance,288,8,1,74,3.4,7,87,47,No
U102057,23,Young,Female,India,28,Premium,12.99,Debit Card,Mobile,3,Drama,261,5,11,45,4.8,46,77,46,No
U102058,54,Senior,Other,UK,15,Premium,15.99,UPI,Mobile,2,Drama,198,2,11,89,2.7,32,72,19,No
U102059,22,Young,Male,Australia,4,Standard,7.99,Debit Card,Smart TV,3,Thriller,235,6,10,82,1.2,27,69,39,No
U102060,50,Senior,Male,Spain,27,Standard,12.99,Credit Card,Mobile,1,Sci-Fi,125,19,6,76,3.6,6,33,1,No
U102061,31,Adult,Male,Germany,33,Basic,15.99,UPI,Tablet,3,Romance,156,2,11,56,4,29,6,7,Yes
U102062,29,Adult,Other,UK,20,Basic,12.99,PayPal,Laptop,1,Action,34,16,7,56,1.6,11,21,10,No
U102063,59,Senior,Female,Australia,21,Premium,12.99,UPI,Mobile,2,Thriller,235,18,7,90,1.7,7,55,28,No
U102064,37,Adult,Other,Brazil,40,Premium,15.99,Debit Card,Laptop,1,Horror,133,12,12,59,3.2,22,4,59,No
U102065,41,Adult,Male,Brazil,41,Basic,15.99,Credit Card,Tablet,3,Thriller,263,11,3,52,3.1,7,8,4,No
U102066,60,Senior,Male,Brazil,10,Standard,12.99,PayPal,Smart TV,2,Romance,50,5,5,52,1.2,37,55,40,No
U102067,51,Senior,Male,Germany,44,Standard,7.99,Debit Card,Tablet,3,Drama,110,3,8,77,1.2,7,14,46,No
U102068,42,Adult,Other,Canada,32,Premium,7.99,Debit Card,Smart TV,1,Horror,288,3,6,87,4.6,11,26,5,No
U102069,46,Senior,Female,France,39,Basic,7.99,UPI,Smart TV,3,Romance,134,16,3,36,1.2,33,7,58,No
U102070,56,Senior,Other,France,37,Standard,15.99,PayPal,Tablet,3,Sci-Fi,72,9,5,62,3.2,7,15,2,No
U102071,48,Senior,Male,France,26,Standard,15.99,UPI,Mobile,2,Thriller,285,9,12,38,3.5,28,24,30,No
U102072,64,Senior,Male,Australia,22,Premium,15.99,Debit Card,Mobile,3,Romance,117,19,4,36,4.2,31,66,50,No
U102073,60,Senior,Male,France,40,Basic,7.99,UPI,Smart TV,2,Action,121,4,7,91,3.5,9,22,54,No
U102074,40,Adult,Other,Spain,59,Standard,12.99,Debit Card,Smart TV,1,Drama,68,11,1,53,1.6,35,31,40,No
U102075,61,Senior,Other,Canada,50,Premium,12.99,Debit Card,Laptop,3,Action,37,11,6,86,3,30,98,55,Yes
U102076,55,Senior,Other,Spain,13,Premium,7.99,PayPal,Laptop,1,Romance,231,3,12,91,2.4,8,10,45,No
U102077,37,Adult,Male,Spain,32,Premium,7.99,PayPal,Laptop,3,Thriller,175,9,12,58,2.7,16,52,40,No
U102078,40,Adult,Other,Canada,9,Basic,12.99,PayPal,Mobile,3,Documentary,50,18,0,34,4.7,19,7,8,Yes
U102079,62,Senior,Female,Germany,37,Standard,12.99,Debit Card,Laptop,3,Romance,285,14,12,71,1.9,5,19,31,No
U102080,33,Adult,Female,Brazil,42,Basic,12.99,Credit Card,Laptop,1,Romance,117,1,5,60,1.6,36,45,29,No
U102081,59,Senior,Female,USA,39,Standard,7.99,UPI,Tablet,3,Action,97,18,2,41,3.7,27,31,34,No
U102082,25,Young,Other,USA,16,Standard,15.99,PayPal,Tablet,3,Comedy,205,13,1,87,3.5,14,31,47,No
U102083,38,Adult,Male,Germany,34,Basic,15.99,Credit Card,Mobile,2,Thriller,227,18,7,47,2,44,71,59,No
U102084,18,Young,Male,Germany,10,Basic,12.99,UPI,Smart TV,3,Romance,201,12,2,35,3.1,31,68,28,Yes
U102085,25,Young,Male,USA,24,Premium,7.99,PayPal,Smart TV,2,Sci-Fi,187,5,8,31,2.9,19,2,29,No
U102086,46,Senior,Male,Brazil,10,Standard,12.99,PayPal,Mobile,1,Documentary,51,10,10,96,3.4,28,90,33,No
U102087,49,Senior,Male,Brazil,45,Standard,7.99,UPI,Tablet,3,Drama,290,11,1,63,1.9,35,67,55,No
U102088,55,Senior,Other,Canada,26,Standard,7.99,Credit Card,Laptop,2,Documentary,295,17,10,32,4.2,22,60,41,No
U102089,22,Young,Female,India,34,Standard,15.99,UPI,Smart TV,2,Action,90,12,3,62,3.7,10,98,19,No
U102090,64,Senior,Other,India,37,Standard,15.99,Debit Card,Smart TV,2,Documentary,40,17,2,38,4.1,33,32,50,No
U102091,39,Adult,Male,Canada,4,Premium,15.99,UPI,Tablet,3,Thriller,108,14,11,61,2.9,43,96,54,Yes
U102092,64,Senior,Other,India,29,Basic,7.99,UPI,Tablet,3,Drama,33,18,8,78,3,2,4,8,No
U102093,51,Senior,Other,USA,22,Basic,7.99,PayPal,Mobile,1,Drama,223,16,12,65,4.9,37,70,33,No
U102094,18,Young,Other,USA,25,Premium,7.99,PayPal,Smart TV,1,Documentary,292,19,8,30,4.5,18,24,37,No
U102095,43,Adult,Male,Australia,11,Standard,12.99,Debit Card,Tablet,2,Action,10,18,7,77,1.5,27,60,2,No
U102096,60,Senior,Male,India,46,Premium,15.99,UPI,Smart TV,1,Sci-Fi,299,4,2,70,3.3,18,66,42,No
U102097,27,Adult,Male,Japan,55,Basic,7.99,UPI,Tablet,3,Thriller,253,19,4,46,3.4,9,15,10,No
U102098,47,Senior,Other,India,20,Standard,7.99,Credit Card,Laptop,1,Documentary,207,12,4,80,2,24,98,8,No
U102099,35,Adult,Other,Canada,24,Standard,15.99,PayPal,Smart TV,3,Action,60,19,14,37,1.1,37,73,37,Yes
U102100,34,Adult,Female,Brazil,47,Basic,15.99,Debit Card,Tablet,1,Drama,66,12,11,62,1.9,37,8,0,No
U102101,43,Adult,Female,Brazil,31,Premium,15.99,Credit Card,Laptop,2,Action,123,3,5,36,1.1,28,24,40,No
U102102,25,Young,Male,Spain,25,Standard,15.99,Credit Card,Smart TV,3,Horror,23,10,2,34,1.4,16,18,29,No
U102103,64,Senior,Female,Australia,5,Premium,7.99,PayPal,Tablet,2,Documentary,249,4,3,91,3.5,4,55,9,No
U102104,57,Senior,Male,UK,31,Basic,15.99,PayPal,Smart TV,3,Drama,13,10,10,34,3.2,41,47,35,No
U102105,29,Adult,Male,USA,44,Standard,12.99,PayPal,Laptop,3,Thriller,65,5,3,73,3.4,31,76,17,Yes
U102106,44,Adult,Other,Canada,57,Basic,12.99,Credit Card,Tablet,1,Action,97,19,6,48,3.7,15,53,38,Yes
U102107,25,Young,Female,UK,23,Basic,7.99,Debit Card,Laptop,2,Romance,168,1,4,58,4.2,2,70,21,No
U102108,42,Adult,Male,Canada,56,Premium,12.99,UPI,Laptop,2,Thriller,225,5,14,63,3.9,16,36,13,No
U102109,63,Senior,Male,France,53,Standard,7.99,Credit Card,Laptop,2,Sci-Fi,57,9,2,81,2.5,8,70,46,No
U102110,21,Young,Female,USA,17,Premium,12.99,Credit Card,Laptop,1,Action,205,9,13,54,4.7,25,34,6,Yes
U102111,50,Senior,Female,USA,2,Basic,15.99,Debit Card,Laptop,3,Thriller,111,16,5,70,4.1,49,99,4,No
U102112,18,Young,Female,India,56,Standard,12.99,PayPal,Smart TV,3,Romance,195,15,10,87,1.5,3,34,35,No
U102113,36,Adult,Female,Spain,2,Basic,7.99,PayPal,Laptop,3,Action,144,17,11,63,3.5,24,22,4,No
U102114,48,Senior,Female,Spain,27,Basic,12.99,PayPal,Smart TV,2,Romance,160,16,5,64,2,30,45,9,No
U102115,33,Adult,Female,UK,22,Basic,15.99,PayPal,Smart TV,2,Action,186,13,0,31,4,13,64,15,No
U102116,31,Adult,Female,Germany,17,Standard,15.99,UPI,Mobile,1,Documentary,221,5,7,88,4,24,42,20,No
U102117,22,Young,Male,Japan,53,Standard,7.99,UPI,Tablet,1,Documentary,224,6,6,72,4,18,65,22,No
U102118,58,Senior,Other,France,57,Premium,15.99,Debit Card,Tablet,2,Documentary,226,1,6,69,2,23,83,39,No
U102119,43,Adult,Male,Germany,33,Standard,15.99,UPI,Laptop,2,Comedy,254,5,3,73,4.6,8,62,37,No
U102120,45,Senior,Male,Australia,58,Standard,7.99,Debit Card,Laptop,1,Action,31,19,5,31,2.1,34,0,52,No
U102121,19,Young,Other,USA,5,Standard,12.99,PayPal,Tablet,2,Comedy,179,18,0,47,2.5,22,91,5,No
U102122,23,Young,Other,Brazil,13,Basic,7.99,UPI,Laptop,2,Drama,13,11,12,79,4.4,0,43,3,Yes
U102123,26,Adult,Other,Australia,17,Premium,7.99,Debit Card,Tablet,2,Horror,194,6,12,50,3.4,5,59,15,No
U102124,50,Senior,Female,Japan,43,Standard,15.99,UPI,Tablet,3,Sci-Fi,128,19,2,93,3.5,17,57,41,No
U102125,58,Senior,Female,Japan,20,Standard,12.99,UPI,Mobile,2,Drama,237,1,3,72,1.4,41,71,3,Yes
U102126,42,Adult,Female,Australia,20,Standard,15.99,UPI,Tablet,3,Drama,78,12,12,31,3.1,25,67,10,No
U102127,30,Adult,Male,Spain,28,Standard,7.99,UPI,Smart TV,1,Comedy,134,12,9,71,4.5,13,49,56,Yes
U102128,26,Adult,Other,UK,58,Standard,7.99,PayPal,Mobile,1,Romance,279,16,2,52,2.5,13,45,14,Yes
U102129,30,Adult,Other,France,12,Standard,12.99,PayPal,Mobile,1,Documentary,50,2,4,53,3.9,28,38,7,No
U102130,48,Senior,Male,Germany,20,Basic,12.99,Debit Card,Mobile,3,Horror,133,9,0,43,4.1,9,36,2,No
U102131,58,Senior,Female,UK,7,Standard,12.99,Credit Card,Tablet,1,Action,206,4,13,53,2.1,6,84,54,No
U102132,28,Adult,Other,India,57,Premium,12.99,Debit Card,Laptop,2,Thriller,213,1,14,68,2.1,21,60,32,No
U102133,21,Young,Male,India,56,Basic,15.99,UPI,Tablet,3,Thriller,265,16,0,48,3.3,16,22,29,No
U102134,51,Senior,Female,Spain,5,Standard,7.99,Debit Card,Laptop,3,Action,83,5,0,72,1.7,8,72,5,No
U102135,55,Senior,Male,Spain,29,Basic,12.99,Credit Card,Mobile,2,Action,230,2,6,88,4.2,42,38,58,Yes
U102136,63,Senior,Female,Spain,25,Basic,15.99,Debit Card,Tablet,1,Comedy,114,11,6,64,1.6,42,82,20,No
U102137,21,Young,Male,Canada,11,Basic,7.99,Credit Card,Tablet,2,Action,88,7,11,71,1.8,2,83,39,No
U102138,55,Senior,Female,Japan,41,Premium,15.99,UPI,Laptop,2,Romance,113,13,2,85,2.2,24,51,0,No
U102139,36,Adult,Male,India,11,Basic,15.99,Debit Card,Tablet,2,Sci-Fi,91,4,3,31,4.1,49,48,48,No
U102140,23,Young,Male,Germany,32,Basic,12.99,UPI,Laptop,2,Action,181,15,12,82,2.8,6,12,19,No
U102141,51,Senior,Male,Australia,38,Standard,15.99,Credit Card,Laptop,3,Action,271,10,8,49,1.3,24,91,52,No
U102142,35,Adult,Male,Spain,53,Basic,12.99,Debit Card,Tablet,2,Comedy,261,10,5,68,3.8,25,46,4,No
U102143,30,Adult,Other,India,18,Standard,7.99,Debit Card,Tablet,2,Drama,29,2,8,70,3.5,38,52,25,No
U102144,58,Senior,Other,Brazil,57,Standard,7.99,UPI,Tablet,1,Thriller,297,8,10,65,1.8,11,25,52,Yes
U102145,40,Adult,Other,France,58,Basic,7.99,PayPal,Mobile,2,Documentary,22,13,9,34,1.1,10,50,34,Yes
U102146,36,Adult,Other,USA,15,Premium,12.99,Debit Card,Tablet,2,Action,262,8,9,62,2.5,7,10,11,No
U102147,62,Senior,Male,Brazil,17,Standard,12.99,Credit Card,Mobile,1,Action,210,19,9,65,3.3,29,81,50,No
U102148,28,Adult,Other,Spain,24,Standard,7.99,Credit Card,Smart TV,3,Sci-Fi,67,3,3,47,3.6,45,13,12,No
U102149,18,Young,Other,Japan,44,Standard,15.99,PayPal,Smart TV,2,Comedy,228,3,7,95,5,23,87,18,No
U102150,41,Adult,Male,USA,19,Basic,15.99,UPI,Tablet,3,Romance,217,1,11,55,4.1,24,97,21,No
U102151,24,Young,Other,India,37,Standard,12.99,UPI,Smart TV,3,Comedy,237,15,2,42,4.4,41,76,29,No
U102152,42,Adult,Other,Brazil,5,Standard,7.99,PayPal,Smart TV,1,Comedy,269,6,6,32,3.8,30,20,10,No
U102153,38,Adult,Female,USA,39,Basic,15.99,Credit Card,Smart TV,1,Thriller,55,15,4,88,3.3,12,45,1,No
U102154,32,Adult,Other,India,4,Basic,15.99,PayPal,Mobile,2,Horror,292,5,1,39,2,21,69,32,Yes
U102155,18,Young,Female,UK,1,Premium,7.99,Debit Card,Tablet,1,Sci-Fi,255,18,1,86,1.4,13,71,12,No
U102156,29,Adult,Other,India,30,Standard,15.99,Debit Card,Tablet,1,Drama,216,14,4,60,3.4,25,48,23,No
U102157,24,Young,Male,India,17,Premium,15.99,Credit Card,Tablet,2,Documentary,109,15,9,30,4.7,15,1,28,Yes
U102158,32,Adult,Other,India,43,Basic,12.99,Credit Card,Tablet,1,Drama,103,5,4,85,4.4,23,49,36,No
U102159,38,Adult,Male,Brazil,36,Basic,7.99,Debit Card,Tablet,3,Comedy,33,18,6,60,4.9,2,77,12,No
U102160,36,Adult,Other,Spain,50,Premium,7.99,Credit Card,Laptop,2,Comedy,134,8,13,35,3.3,9,39,22,No
U102161,46,Senior,Other,Canada,30,Premium,7.99,PayPal,Tablet,3,Documentary,287,12,1,72,1.6,4,20,50,No
U102162,42,Adult,Male,Canada,43,Basic,7.99,Debit Card,Mobile,3,Comedy,30,19,14,34,4.8,29,43,58,No
U102163,50,Senior,Male,Australia,50,Basic,15.99,Debit Card,Tablet,1,Sci-Fi,231,8,5,96,3.4,11,30,17,No
U102164,49,Senior,Male,Germany,18,Premium,15.99,Credit Card,Mobile,3,Romance,281,5,5,74,4,0,77,45,No
U102165,52,Senior,Male,USA,36,Premium,12.99,UPI,Smart TV,2,Documentary,100,14,11,98,3.8,36,86,32,No
U102166,61,Senior,Female,India,1,Premium,15.99,UPI,Mobile,3,Romance,62,3,5,54,1.2,12,74,3,Yes
U102167,55,Senior,Female,Spain,5,Standard,12.99,Credit Card,Mobile,1,Sci-Fi,296,18,7,71,1.1,17,38,5,No
U102168,43,Adult,Male,UK,56,Premium,12.99,Credit Card,Smart TV,3,Sci-Fi,214,11,11,98,3.9,40,5,50,No
U102169,28,Adult,Female,Canada,18,Premium,12.99,Credit Card,Smart TV,2,Documentary,79,13,13,51,1.7,0,75,37,No
U102170,52,Senior,Other,Japan,29,Standard,12.99,PayPal,Smart TV,1,Thriller,176,4,2,56,2.8,47,22,31,No
U102171,25,Young,Other,Spain,17,Standard,12.99,UPI,Laptop,3,Documentary,287,8,5,69,4.3,43,40,59,No
U102172,63,Senior,Other,Spain,21,Premium,7.99,Credit Card,Tablet,3,Drama,288,6,0,51,2.6,43,89,48,No
U102173,31,Adult,Female,Germany,2,Standard,7.99,PayPal,Smart TV,1,Action,94,11,12,40,1.6,47,99,21,No
U102174,27,Adult,Female,France,36,Basic,15.99,Credit Card,Tablet,3,Documentary,297,9,8,33,1.1,13,13,8,No
U102175,19,Young,Other,UK,20,Premium,12.99,Credit Card,Mobile,3,Sci-Fi,265,16,3,75,2.6,14,13,28,Yes
U102176,63,Senior,Male,India,19,Premium,7.99,Debit Card,Laptop,3,Action,18,8,5,66,2.9,5,68,49,No
U102177,26,Adult,Other,India,54,Standard,7.99,Credit Card,Tablet,1,Comedy,153,4,14,67,1.3,0,25,46,No
U102178,20,Young,Female,France,18,Standard,15.99,Debit Card,Smart TV,3,Sci-Fi,20,16,14,63,3,11,7,19,Yes
U102179,38,Adult,Other,France,43,Standard,15.99,Debit Card,Tablet,2,Thriller,135,17,5,34,2.8,13,75,34,Yes
U102180,43,Adult,Other,Brazil,13,Standard,15.99,UPI,Tablet,3,Documentary,208,12,9,69,3,20,34,49,Yes
U102181,25,Young,Female,Japan,47,Standard,15.99,PayPal,Smart TV,1,Sci-Fi,143,8,1,84,3.3,7,71,45,No
U102182,19,Young,Female,UK,11,Premium,7.99,Debit Card,Smart TV,3,Sci-Fi,298,15,5,82,4,19,3,30,No
U102183,23,Young,Female,Brazil,33,Premium,7.99,PayPal,Smart TV,1,Documentary,222,1,5,76,4.9,23,70,37,No
U102184,45,Senior,Female,Brazil,49,Standard,7.99,UPI,Laptop,3,Comedy,267,6,13,70,1.4,26,84,15,No
U102185,46,Senior,Other,Australia,28,Standard,7.99,Debit Card,Mobile,2,Comedy,273,5,3,30,3.7,23,64,46,No
U102186,43,Adult,Female,Germany,55,Standard,12.99,UPI,Laptop,3,Thriller,263,12,7,79,3,37,39,7,No
U102187,42,Adult,Male,UK,43,Basic,7.99,Credit Card,Laptop,1,Thriller,243,14,6,53,5,10,21,45,Yes
U102188,29,Adult,Female,India,42,Standard,15.99,Debit Card,Smart TV,3,Drama,260,15,1,68,1.2,33,68,22,No
U102189,22,Young,Female,Canada,44,Basic,12.99,Debit Card,Smart TV,2,Thriller,12,1,7,30,4.6,23,40,38,No
U102190,51,Senior,Other,Australia,21,Basic,12.99,PayPal,Tablet,2,Thriller,268,15,9,57,2.3,46,35,41,No
U102191,54,Senior,Male,Germany,30,Premium,12.99,Debit Card,Laptop,1,Horror,57,17,14,56,4,47,13,9,No
